id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,fetched_timestamp
och,och,Orchai,https://assets.coingecko.com/coins/images/34236/large/orchai_logo_white_copy_4x-8_%281%29.png?1704307670,1.292,4675007.0,1890,25814810.0,598515.0,1.54,1.28,-0.21777033717730188,-14.42453,-794194.0902125658,-14.52121,3621957.0,20000000.0,20000000.0,2.93,-55.91953,2024-02-25T23:59:55.602Z,0.926987,39.31184,2024-03-26T19:55:35.999Z,,2024-04-10T07:59:22.718Z,0.23743512887296456,-14.424525725884102,-24.2234034134343,2024-04-10 08:00:10
dfx-finance,dfx,DFX Finance,https://assets.coingecko.com/coins/images/14091/large/DFX.png?1696513813,0.107,4669791.0,1891,10714984.0,28215.0,0.107204,0.08105,0.02111762,24.59737,937642.0,25.12338,43581877.28238383,100000000.0,100000000.0,24.87,-99.56935,2021-03-03T05:22:36.932Z,0.01310683,717.2665,2024-02-06T12:06:46.546Z,,2024-04-10T07:58:58.265Z,3.459192688355988,24.59737288170808,48.07383057944463,2024-04-10 08:00:10
garden-2,seed,Garden,https://assets.coingecko.com/coins/images/34671/large/icon.png?1705656915,0.454,4667848.0,1892,64812773.0,63652.0,0.449753,0.410112,0.00599959,1.33951,-76269.10442653298,-1.60766,10587012.330020392,147000000.0,,0.934602,-53.64405,2024-03-07T19:56:39.478Z,0.198047,118.75791,2024-03-28T13:20:32.006Z,,2024-04-10T07:56:58.288Z,4.796421005342822,1.3395128164216281,47.732935766815096,2024-04-10 08:00:10
wins,wins,Trophy,https://assets.coingecko.com/coins/images/31007/large/icon_wins.png?1696529844,0.03,4656354.0,1893,30348545.0,97120.0,0.03045971,0.03030921,-2.6122108046929e-05,-0.08603,-135.40882631856948,-0.00291,153429230.0,1000000000.0,,0.03110482,-2.44608,2024-03-02T05:18:08.070Z,0.00883755,243.3528,2023-08-22T04:20:19.261Z,,2024-04-10T07:59:10.114Z,-0.04429760333440574,-0.08602738065797667,-0.38801663341101555,2024-04-10 08:00:10
metfi-2,metfi,MetFi,https://assets.coingecko.com/coins/images/29676/large/logo-200.png?1696528611,1.452,4648668.0,1894,877229001.0,297709.0,1.5,1.41,0.03089075,2.17379,4648668.0,0.0,2637022.42309452,481496357.828327,500000000.0,5.7,-74.60876,2023-04-06T10:11:50.812Z,1.3,11.3437,2023-06-30T13:50:57.032Z,,2024-04-10T08:00:01.984Z,0.4419885366094716,2.1737945577656355,1.773017819014172,2024-04-10 08:00:10
gulfcoin-2,gulf,GulfCoin,https://assets.coingecko.com/coins/images/26053/large/gulf-coin-logo-A2F3BBC063-seeklogo.com.png?1696525138,0.031,4630442.0,1895,153282852.0,237972.0,0.03171492,0.03059246,-0.001013125320294347,-3.20012,-149349.13924480416,-3.1246,151042386.17,5000000000.0,5000000000.0,0.102131,-69.99415,2022-08-07T20:45:48.966Z,9.98e-06,307069.22458,2024-01-23T07:20:38.486Z,,2024-04-10T07:59:22.782Z,-0.01893855577502051,-3.2001243891654254,-4.833747846541044,2024-04-10 08:00:10
wefi-finance,wefi,Wefi Finance,https://assets.coingecko.com/coins/images/30540/large/wefi.png?1696529412,0.11,4627628.0,1896,11048854.0,79805.0,0.111216,0.094486,0.00208584,1.92447,47331.0,1.03336,41883332.29,100000000.0,100000000.0,0.300081,-63.12861,2023-09-14T16:15:26.324Z,0.03121231,254.48889,2023-09-22T13:49:55.733Z,,2024-04-10T07:59:34.500Z,-0.1809539739093953,1.9244705065958971,8.113725444363446,2024-04-10 08:00:10
timeless,lit,Timeless,https://assets.coingecko.com/coins/images/28714/large/timeless-logo_3x.png?1696527695,0.02,4622925.0,1897,12389130.0,6184.15,0.021309,0.01981372,-0.001153181716951647,-5.41171,-254166.93564627133,-5.21144,229078556.587455,613915177.614709,1000004676.0,0.16234,-87.56608,2023-03-01T06:26:40.481Z,0.00103777,1845.05512,2023-02-16T13:03:55.879Z,,2024-04-10T07:58:11.243Z,-0.08730628697999623,-5.411711162705931,9.154953461968661,2024-04-10 08:00:10
dacxi,dacxi,Dacxi,https://assets.coingecko.com/coins/images/4466/large/dacxi.png?1696505057,0.001,4622664.0,1898,5136294.0,8476.77,0.00092751,0.00017623,-0.000415230579360673,-44.90295,-3656465.2805098444,-44.16485,9000000000.0,10000000000.0,10000000000.0,0.067245,-99.2359,2021-06-15T16:21:53.200Z,1.494e-05,3338.78482,2023-05-10T13:14:45.706Z,"{'times': -0.9969233129945573, 'currency': 'btc', 'percentage': -99.69233129945573}",2024-04-10T07:57:38.674Z,13.250848714192728,-44.90294512126514,-48.58118709234423,2024-04-10 08:00:10
per-project,per,PER Project,https://assets.coingecko.com/coins/images/15012/large/per.png?1696514674,0.015,4618987.0,1899,8894070.0,638.41,0.01534709,0.01448962,-0.000314513468352363,-2.07808,-125620.76037646085,-2.64765,311600000.0,600000000.0,600000000.0,2.53,-99.41842,2021-08-13T05:33:16.904Z,0.01365174,7.964,2024-03-23T09:58:07.277Z,,2024-04-10T07:54:21.867Z,0.00553172246155096,-2.078077449136954,1.7223621111900738,2024-04-10 08:00:10
youves-you-governance,you,Youves YOU Governance,https://assets.coingecko.com/coins/images/19171/large/YOU_Youves.png?1696518620,1.228,4617778.0,1900,4617778.0,1861.82,1.29,1.22,-0.035664569130390955,-2.82222,-133398.13098530192,-2.80769,3758511.04388895,3758511.04388895,4680000.0,6.2,-80.18928,2021-10-21T19:08:34.875Z,0.00299785,40881.0795,2023-05-22T04:33:23.478Z,,2024-04-10T07:58:54.701Z,-0.30657851810640474,-2.82221584015711,4.204439490503222,2024-04-10 08:00:10
ignis,ignis,Ignis,https://assets.coingecko.com/coins/images/1345/large/ignis.png?1696502405,0.006,4616418.0,1901,6065105.0,864.2,0.00618265,0.00592446,-3.8217623490161e-05,-0.62646,-29425.0981824873,-0.63336,761143950.0,1000000000.0,,20.25,-99.97005,2018-01-07T00:00:00.000Z,5.993e-05,10020.45734,2024-02-21T02:12:26.265Z,"{'times': -0.9942263331655514, 'currency': 'usd', 'percentage': -99.42263331655514}",2024-04-10T07:58:42.338Z,0.061467140938155154,-0.6264601057672553,0.6479462707243258,2024-04-10 08:00:10
bware-infra,infra,Bware,https://assets.coingecko.com/coins/images/30546/large/infra-token-square.png?1696529418,1.087,4610469.0,1902,108889265.0,264809.0,1.096,1.074,-0.002850413195129464,-0.26153,2359.43,0.0512,4234090.0,100000000.0,100000000.0,2.45,-55.50922,2024-01-24T13:05:15.951Z,0.508274,114.24427,2023-09-14T04:42:14.641Z,,2024-04-10T08:00:08.791Z,-0.15767360608483974,-0.2615321179079887,-20.646652404813594,2024-04-10 08:00:10
seed-2,seed,SEED,https://assets.coingecko.com/coins/images/35204/large/PixotchiLogo.png?1707845029,0.23,4600887.0,1903,4600887.0,277463.0,0.23772,0.109008,0.102278,79.80329,2045035.0,80.01382,20000000.0,20000000.0,20000000.0,0.23772,-4.5645,2024-04-10T04:32:51.012Z,0.00279457,8018.22704,2024-02-16T19:28:55.354Z,,2024-04-10T07:58:30.058Z,12.334572230968984,79.80329317743968,130.3371670900765,2024-04-10 08:00:10
level,lvl,Level,https://assets.coingecko.com/coins/images/28628/large/Token.png?1696527613,0.326,4597511.0,1904,15066369.0,207736.0,0.332859,0.286733,0.03548354,12.23185,500694.0,12.22154,14152250.0,46377922.9918278,50000000.0,11.03,-97.0562,2023-04-14T12:13:52.309Z,0.073401,342.1992,2023-01-07T12:31:13.764Z,,2024-04-10T07:59:44.530Z,0.282902538779912,12.23185499191501,18.316734724294843,2024-04-10 08:00:10
kommunitas,kom,Kommunitas,https://assets.coingecko.com/coins/images/17483/large/1_f1S3h57YLT1e1cl8g7RJpw_2x.jpeg?1696517024,0.003,4592423.0,1905,5508983.0,933516.0,0.00349127,0.00271852,-0.000737091577105159,-21.11241,-1435148.8374429597,-23.80973,1667248783.1594,2000000000.0,2000000000.0,0.01370996,-79.93132,2021-12-03T16:42:11.371Z,0.00055008,400.17954,2023-10-12T19:25:17.793Z,,2024-04-10T07:59:49.329Z,-0.15554809949020906,-21.112405124210575,-56.47942795909062,2024-04-10 08:00:10
levana-protocol,lvn,Levana,https://assets.coingecko.com/coins/images/33427/large/levana-token-icon_%281%29.png?1701819338,0.119,4548989.0,1906,118980670.0,2736695.0,0.122768,0.117593,-0.003614931551824491,-2.94769,-130759.01514655538,-2.79415,38233007.116599,1000000000.0,1000000000.0,0.894668,-86.70859,2023-12-19T10:46:55.345Z,0.115493,2.96254,2024-04-05T08:44:50.510Z,,2024-04-10T07:59:55.535Z,0.023911781244596052,-2.94768548382927,-7.327827519343792,2024-04-10 08:00:10
defrogs,defrogs,DeFrogs,https://assets.coingecko.com/coins/images/35080/large/defrogs.jpeg?1707303202,454.221,4543891.0,1907,4543891.0,1908924.0,507.44,440.94,-35.99012187086885,-7.34175,-348938.2200060077,-7.13162,10000.0,10000.0,10000.0,3930.55,-88.33521,2024-02-09T02:45:09.927Z,390.02,17.55513,2024-04-03T00:42:34.198Z,,2024-04-10T07:59:56.553Z,-1.5957531186820206,-7.34175250069518,10.30840668462906,2024-04-10 08:00:10
crypterium,crpt,Crypterium,https://assets.coingecko.com/coins/images/1901/large/crypt.png?1696502894,0.053,4542514.0,1908,5067829.0,208150.0,0.055976,0.05298,-0.001691435948222998,-3.07025,-142826.62549348082,-3.04837,84971023.85714284,94797436.0018727,,1.58,-96.623,2018-01-28T00:00:00.000Z,0.03686826,44.87912,2023-11-09T17:25:23.236Z,"{'times': -0.9644002159765295, 'currency': 'usd', 'percentage': -96.44002159765294}",2024-04-10T07:59:55.798Z,-1.7257170809607993,-3.070251965020742,-7.247177867917697,2024-04-10 08:00:10
chimaera,wchi,XAYA,https://assets.coingecko.com/coins/images/2091/large/xaya200x200.png?1696503058,0.079,4542408.0,1909,6095703.0,18720.12,0.083491,0.077629,-0.002984355047698256,-3.65034,-150120.14694699645,-3.19913,57605492.9624409,77303932.0,,0.766229,-89.71588,2021-11-09T21:29:14.649Z,0.00152533,5066.10172,2020-08-19T17:25:27.515Z,"{'times': -0.9432081122153037, 'currency': 'btc', 'percentage': -94.32081122153036}",2024-04-10T07:59:40.423Z,-0.425295264398176,-3.650336404457976,11.127660113402715,2024-04-10 08:00:10
liquidlayer,lila,LiquidLayer,https://assets.coingecko.com/coins/images/32547/large/photo_2023-10-08_12-09-02.jpg?1698474657,0.549,4533702.0,1910,5495396.0,144797.0,0.636154,0.535744,-0.06140252360621512,-10.05379,-504236.8213891983,-10.00879,8250000.0,10000000.0,10000000.0,1.95,-71.82863,2023-11-26T11:44:41.410Z,0.03444199,1496.07914,2023-10-28T06:44:46.041Z,,2024-04-10T07:57:45.571Z,0.3442904538967064,-10.053786058148615,-28.21516263273689,2024-04-10 08:00:10
soonswap,soon,SoonVerse,https://assets.coingecko.com/coins/images/29448/large/1.png?1696528395,0.014,4508652.0,1911,8976029.0,862057.0,0.01717081,0.01437699,-0.001878393862802259,-11.49814,-510044.1886907099,-10.16288,306157922.8670674,609513029.3,1000000000.0,0.04854671,-69.66378,2023-05-10T04:53:37.123Z,0.00050064,2841.69801,2023-06-22T21:15:25.266Z,,2024-04-10T07:59:01.173Z,-0.8722576143842852,-11.498142477863308,-9.923794138301572,2024-04-10 08:00:10
subsocial,sub,Subsocial,https://assets.coingecko.com/coins/images/15880/large/icon___gradient_1.png?1696515495,0.005,4499880.0,1912,5353987.0,101283.0,0.00559371,0.00504492,-0.000163815811464433,-2.978,-224147.9558805665,-4.74485,844307617.092596,1004562846.92257,,0.0166979,-69.06428,2024-01-25T13:30:23.630Z,0.00504492,2.39243,2024-04-09T16:43:01.378Z,,2024-04-10T07:56:48.640Z,-1.8183166483529676,-2.978003447390324,-11.97115953502174,2024-04-10 08:00:10
genomesdao,$gene,GenomesDAO GENE,https://assets.coingecko.com/coins/images/20807/large/1637683704200x200.png?1696520200,0.017,4491065.0,1913,16581554.0,143535.0,0.01712716,0.01530698,-0.000122097388653548,-0.73119,-25256.76675291732,-0.55923,270847054.2630852,1000000000.0,1000000000.0,0.04076945,-59.08471,2023-11-28T04:00:01.993Z,0.00011781,14059.34026,2023-01-01T18:55:16.141Z,,2024-04-10T07:59:14.913Z,-0.7007518186435077,-0.7311870675833285,-2.852127899592423,2024-04-10 08:00:10
unidef,u,Unidef,https://assets.coingecko.com/coins/images/26691/large/Profile_Picture_-_Final.png?1696525764,0.0,4481495.0,1914,20604583.0,174.66,2.811e-05,2.469e-05,-1.697702397434e-06,-6.12588,-299611.5992077021,-6.26657,172259933000.0,791999933000.0,990000000000.0,0.0002754,-90.55356,2022-11-09T06:04:35.455Z,1.942e-05,33.99323,2024-02-19T01:41:09.395Z,,2024-04-10T04:20:51.629Z,,-6.1258836655128635,-25.626519065778623,2024-04-10 08:00:10
epic-cash,epic,Epic Cash,https://assets.coingecko.com/coins/images/9520/large/Epic_Coin_NO_drop_shadow.png?1696509605,0.259,4479712.0,1915,5444174.0,12983.14,0.261543,0.252717,-0.003038408559431716,-1.16173,-53250.37176107243,-1.17474,17279748.0,21000000.0,,6.72,-96.14392,2021-12-11T08:39:41.129Z,0.00302432,8468.93812,2020-03-13T16:55:01.177Z,,2024-04-10T07:59:13.704Z,-0.12039604444804765,-1.1617261073011491,1.3703941148695218,2024-04-10 08:00:10
lympo,lym,Lympo,https://assets.coingecko.com/coins/images/2620/large/lympo_token.png?1696503417,0.005,4474738.0,1916,5304965.0,118417.0,0.0055304,0.00520896,-0.000182372613475761,-3.32685,-170344.98122146912,-3.66721,843500000.0,1000000000.0,,0.142061,-96.26749,2018-06-01T03:34:42.499Z,0.00073154,624.83812,2023-09-27T23:31:17.348Z,"{'times': -0.9400772571375852, 'currency': 'eth', 'percentage': -94.00772571375852}",2024-04-10T07:59:59.229Z,0.03867619087175273,-3.3268528218735556,-0.02440686816940838,2024-04-10 08:00:10
saber,sbr,Saber,https://assets.coingecko.com/coins/images/17162/large/oYs_YFz8_400x400.jpg?1696516721,0.004,4464548.0,1917,4464133.0,224316.0,0.0038575,0.00366718,-7.2025310655145e-05,-1.88004,-107315.15421180986,-2.3473,1191173970.97118,1191063256.50896,10000000000.0,0.960362,-99.61125,2021-09-10T06:49:45.083Z,0.00052473,611.49274,2023-06-15T16:16:22.061Z,,2024-04-10T08:00:03.882Z,1.7886003403607378,-1.880035735011275,-6.993725572709965,2024-04-10 08:00:10
empowa,emp,Empowa,https://assets.coingecko.com/coins/images/25086/large/Empowa-Token.png?1696524237,0.152,4464409.0,1918,30425693.0,1572.05,0.156057,0.145786,0.00329941,2.21989,107108.0,2.45812,29346309.894,200000000.0,200000000.0,0.229463,-33.77887,2023-12-14T00:18:25.446Z,0.068119,123.06893,2023-10-19T15:40:03.279Z,,2024-04-10T07:53:47.871Z,-0.6333370516403054,2.2198932125386035,5.636021187933549,2024-04-10 08:00:10
bzetcoin,bzet,BzetCoin,https://assets.coingecko.com/coins/images/29555/large/bzetcoin-200px.png?1696528495,0.045,4459552.0,1919,4459552.0,9.04,0.04463629,0.04451604,6.44e-06,0.01444,-91581.38067228254,-2.01228,100000000.0,100000000.0,100000000.0,0.089714,-50.29141,2023-10-01T10:34:24.625Z,0.01631104,173.40693,2023-10-07T19:31:05.868Z,,2024-04-10T01:36:42.045Z,,0.014441447752705486,-9.739298366856017,2024-04-10 08:00:10
meme-ai-coin,memeai,Meme AI Coin,https://assets.coingecko.com/coins/images/34356/large/MEMEAI.png?1704706407,0.006,4441405.0,1920,5400801.0,194750.0,0.00715887,0.00545246,-0.000584373791683896,-9.03503,-260393.50577717647,-5.53817,728043731.152433,885309800.6478558,1000000000.0,0.03751266,-83.73457,2024-03-08T23:38:39.008Z,0.00069433,778.76863,2024-03-03T13:50:47.037Z,,2024-04-10T07:59:04.618Z,0.5597006461834151,-9.035029753601583,13.641078419593796,2024-04-10 08:00:10
neighbourhoods,nht,Neighbourhoods,https://assets.coingecko.com/coins/images/22055/large/social_media_logo_black_bg.png?1696521399,0.0,4436298.0,1921,4811446.0,26540.0,0.00048188,0.00044159,1.012e-05,2.15018,96565.0,2.22514,9220300325.09925,10000000000.0,30000000000.0,0.00209847,-77.078,2022-01-05T14:09:08.644Z,0.0001394,245.05901,2024-01-16T02:26:10.840Z,,2024-04-10T07:59:08.675Z,-0.0027273382494937197,2.150177630474894,1.680869796060884,2024-04-10 08:00:10
quidd,quidd,Quidd,https://assets.coingecko.com/coins/images/19725/large/quidd.png?1696519150,0.019,4420963.0,1922,18416656.0,1491.31,0.01902967,0.01806766,-0.000291206232530029,-1.54443,-113354.46281349007,-2.49992,240052434.682799,1000000000.0,1000000000.0,5.88,-99.68753,2021-11-25T08:21:13.077Z,0.0015209,1107.58845,2024-03-20T16:35:55.715Z,,2024-04-10T07:59:59.101Z,0.9716591380982538,-1.5444338351855762,5.197156700034177,2024-04-10 08:00:10
utility-web3shot,uw3s,Utility Web3Shot,https://assets.coingecko.com/coins/images/29445/large/logo.png?1696528392,0.179,4420489.0,1923,1789628385.0,159.83,0.180404,0.170376,0.00591888,3.41666,146073.0,3.41738,24700600.0,10000000000.0,10000000000.0,1.26,-85.75209,2023-06-20T18:59:01.429Z,0.02451666,631.03187,2023-05-05T11:31:05.513Z,,2024-04-10T07:58:43.921Z,0.06755195472897399,3.416655542600965,7.94885714368235,2024-04-10 08:00:10
safemars,safemars,Safemars,https://assets.coingecko.com/coins/images/14451/large/MARTIAN.?1696514139,0.0,4409468.0,1924,4409468.0,15083.14,1.2074e-08,1.1372e-08,7.6235e-11,0.66289,-930.3402727972716,-0.02109,383336206950550.0,383336206950550.0,1000000000000000.0,1.44e-06,-99.1994,2021-05-11T06:44:46.862Z,1.619e-09,610.51261,2021-03-20T20:24:22.708Z,,2024-04-10T08:00:01.208Z,0.7126295449244945,0.662887483106289,1.584127096229383,2024-04-10 08:00:10
razor-network,razor,Razor Network,https://assets.coingecko.com/coins/images/13797/large/icon.png?1696513545,0.008,4405079.0,1925,7849483.0,46353.0,0.00816956,0.0078152,-0.000259847078954135,-3.20917,-147064.583156839,-3.23067,561193496.0014608,1000000000.0,1000000000.0,0.978539,-99.19658,2021-02-04T13:52:01.426Z,0.00347371,126.32251,2023-08-17T21:51:44.273Z,,2024-04-10T07:59:27.989Z,0.13457497980278685,-3.2091715804946275,-12.036583613275509,2024-04-10 08:00:10
defiplaza,dfp2,DefiPlaza,https://assets.coingecko.com/coins/images/19552/large/profile-round.png?1696518985,0.066,4396642.0,1926,4413285.0,30261.0,0.070152,0.065324,-0.003393671083323918,-4.8763,-249288.38531776983,-5.36574,66416477.9817339,66667889.9817339,67941915.0,0.782959,-91.55627,2021-11-17T02:20:57.137Z,0.01004331,558.25806,2022-06-19T05:43:59.257Z,,2024-04-10T07:59:34.998Z,-0.061965195980862565,-4.876299150962138,13.683204589709927,2024-04-10 08:00:10
hex-orange-address,hoa,Hex Orange Address,https://assets.coingecko.com/coins/images/31595/large/20230902_065300.jpg?1696530412,0.029,4393100.0,1927,4393100.0,97129.0,0.03005304,0.02748585,0.00134222,4.80272,205072.0,4.89662,150166853.0,150166853.0,151811475.0,0.073213,-60.28339,2024-02-11T12:00:30.839Z,0.00114763,2433.72145,2023-10-02T16:10:34.727Z,,2024-04-10T07:57:34.960Z,-1.8974932420464024,4.802719859700199,31.231221431507837,2024-04-10 08:00:10
heroeschained,hec,HeroesChained,https://assets.coingecko.com/coins/images/22813/large/logo_-_2022-01-20T140628.062.png?1696522115,0.088,4392198.0,1928,8812905.0,201623.0,0.10164,0.086934,-0.01234503717396586,-12.26722,-503651.4063165728,-10.28731,49838256.0496,100000000.0,100000000.0,3.3,-97.33295,2022-02-10T17:44:59.017Z,0.01994197,341.70463,2023-01-01T08:01:35.786Z,,2024-04-10T07:59:56.286Z,0.4994663179977021,-12.267224365505182,8.760996191593009,2024-04-10 08:00:10
metabeat,$beat,MetaBeat,https://assets.coingecko.com/coins/images/28247/large/%E1%84%85%E1%85%A9%E1%84%80%E1%85%A9_%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%89%E1%85%A1%E1%84%80%E1%85%A1%E1%86%A8%E1%84%92%E1%85%A7%E1%86%BC_%E1%84%87%E1%85%B3%E1%86%AF%E1%84%85%E1%85%AE.png?1696527250,0.011,4390949.0,1929,16581784.0,56192.0,0.01131507,0.01103991,-0.000205720336202087,-1.82699,-80780.91164161451,-1.80648,397208368.0,1500000000.0,2000000000.0,0.120976,-90.83658,2022-11-16T10:54:31.561Z,0.00650903,70.30995,2023-09-27T11:20:12.156Z,,2024-04-10T07:59:48.626Z,-0.025384674972716507,-1.826985802534785,-1.1380070407167584,2024-04-10 08:00:10
revomon-2,revo,Revomon,https://assets.coingecko.com/coins/images/31269/large/revomon_logo_200.png?1711546725,0.129,4378725.0,1930,5930729.0,119579.0,0.139462,0.125883,-0.008996561201135816,-6.51831,-328097.9688671557,-6.97069,33962324.779241145,46000000.0,46000000.0,0.168708,-24.39532,2024-03-16T22:30:09.661Z,0.01560931,717.14668,2023-10-27T18:36:31.505Z,,2024-04-10T07:59:44.134Z,0.8643233684390014,-6.518308529168267,-12.113145393806272,2024-04-10 08:00:10
good-games-guild,ggg,Good Games Guild,https://assets.coingecko.com/coins/images/19269/large/Logo_%282%29_%281%29.jpg?1696518713,0.109,4374265.0,1931,10935661.0,340890.0,0.111285,0.10458,-0.001518772479100455,-1.3693,-41617.85833314061,-0.94246,40000000.0,100000000.0,100000000.0,16.86,-99.35225,2021-11-25T00:43:03.630Z,0.03036038,259.74941,2022-12-28T21:23:17.002Z,,2024-04-10T08:00:04.105Z,0.15752570232352361,-1.3692982138422305,-7.10696536836167,2024-04-10 08:00:10
rebase-gg-irl,$irl,Rebase GG IRL,https://assets.coingecko.com/coins/images/33556/large/200_no_BG.png?1702429370,0.118,4354520.0,1932,59138422.0,730802.0,0.124796,0.109625,-0.004905452762514751,-3.98244,-295298.6411373364,-6.35076,36816333.0,500000000.0,500000000.0,0.340175,-65.26946,2023-12-19T12:39:37.571Z,0.058084,103.40134,2024-01-26T11:45:19.922Z,,2024-04-10T07:59:31.228Z,0.19310524116357045,-3.9824391167288966,14.046951220262665,2024-04-10 08:00:10
flooring-protocol-microdegods,udegods,FP μDeGods,https://assets.coingecko.com/coins/images/32765/large/degods_%281%29.png?1699332561,0.005,4325581.0,1933,4325581.0,43019.0,0.00522259,0.00502022,-0.000111472655386628,-2.13869,-103609.55623152386,-2.33924,849000000.0,849000000.0,10000000000.0,0.01067837,-52.21236,2024-02-27T22:40:05.386Z,0.002877,77.37001,2024-03-17T07:24:38.930Z,,2024-04-10T07:59:40.510Z,0.23234155534767836,-2.1386937609603747,-6.20135747216451,2024-04-10 08:00:10
wozx,wozx,Efforce,https://assets.coingecko.com/coins/images/13310/large/rZ6Oe3dm_400x400.jpg?1696513080,0.007,4309087.0,1934,6919373.0,23356.0,0.00720518,0.006822,-0.000256130050635679,-3.59855,-131817.9127707081,-2.96827,622756826.3928,1000000000.0,1000000000.0,3.66,-99.81106,2020-12-09T20:40:54.320Z,0.00411009,68.32359,2024-02-11T00:41:16.830Z,,2024-04-10T07:59:52.943Z,0.5784807882698955,-3.5985473883653905,-11.950225076227964,2024-04-10 08:00:10
govi,govi,CVI,https://assets.coingecko.com/coins/images/13875/large/GOVI.png?1696513619,0.279,4300601.0,1935,8913361.0,45318.0,0.292953,0.268038,-0.012161102456574036,-4.18034,-215340.93656269275,-4.76846,15439655.0,32000000.0,32000000.0,7.67,-96.3672,2021-05-12T09:09:29.421Z,0.127207,119.10848,2023-10-29T05:14:26.509Z,,2024-04-10T07:59:42.775Z,1.338123631008909,-4.180336536741787,-6.037532268499697,2024-04-10 08:00:10
wesendit,wsi,WeSendit,https://assets.coingecko.com/coins/images/28386/large/wesendit_token_logo_%281%29.png?1696527386,0.016,4299369.0,1936,24547473.0,132417.0,0.01686608,0.0160864,-0.000399709644135455,-2.3699,-107456.07826355286,-2.4384,260615859.436912,1488000000.0,1500000000.0,0.312782,-94.72947,2023-01-07T01:55:05.890Z,0.00756271,117.98119,2023-10-12T21:50:22.051Z,,2024-04-10T07:59:45.899Z,0.6414561446347083,-2.369902428005327,-9.989276418241452,2024-04-10 08:00:10
parrot-usd,pai,Parrot USD,https://assets.coingecko.com/coins/images/18439/large/pai.png?1696517927,1.017,4286867.0,1937,17510979.0,7552.24,1.034,0.995119,0.00863087,0.85551,29899.0,0.70235,4204315.677787,17173774.39,,10.76,-90.53477,2023-11-23T16:00:09.662Z,5.61e-06,18143272.39913,2022-09-15T13:59:22.579Z,,2024-04-10T07:59:52.816Z,0.594866369586203,0.8555147298928244,-1.9774258491982826,2024-04-10 08:00:10
coinnavigator,cng,CoinNavigator,https://assets.coingecko.com/coins/images/34842/large/cng-cg.jpg?1706245068,4.161,4280595.0,1938,4155917547.0,100765.0,4.25,4.1,-0.065742819103499,-1.55545,-66185.24588707369,-1.52263,1030000.0,1000000000.0,1000000000.0,4.57,-8.86147,2024-02-27T07:52:56.678Z,0.962665,332.52588,2024-02-02T03:51:45.488Z,,2024-04-10T07:59:35.223Z,-0.10725935978684614,-1.555445510771585,4.528658590926282,2024-04-10 08:00:10
alongside-crypto-market-index,amkt,Alongside Crypto Market Index,https://assets.coingecko.com/coins/images/28496/large/22999.png?1696527488,215.296,4269921.0,1939,4269921.0,93920.0,222.52,212.29,-4.636498907379746,-2.10815,-70647.92469288595,-1.62762,19824.2990423181,19824.2990423181,,277.88,-22.47121,2024-04-08T19:26:51.282Z,66.74,222.78733,2023-01-13T08:09:49.461Z,,2024-04-10T07:59:44.222Z,-0.006241122725230972,-2.1081473500097254,4.205527610542078,2024-04-10 08:00:10
hermes-protocol,hermes,Hermes Protocol,https://assets.coingecko.com/coins/images/24251/large/hermes.png?1696523436,0.039,4263133.0,1940,4642373.0,82908.0,0.040777,0.03903093,-0.001464148757317742,-3.61316,-166755.27466927096,-3.76432,109257750.830331,118977103.205,,0.241923,-83.84799,2022-10-18T13:02:48.353Z,0.00434811,798.67586,2022-06-15T08:32:33.267Z,,2024-04-10T07:59:28.945Z,-0.41084998110967363,-3.613158121205374,37.43409285913443,2024-04-10 08:00:10
dypius,dyp,Dypius,https://assets.coingecko.com/coins/images/33016/large/RS-zDhFE_400x400.jpg?1700157370,0.05,4260800.0,1941,11510219.0,457255.0,0.053555,0.0497061,-0.001819979003525818,-3.50419,-247819.15247030836,-5.49656,85113271.0,229926862.0,229926862.0,0.211299,-76.29509,2023-11-16T18:00:33.334Z,0.01539572,225.338,2023-11-23T09:24:59.831Z,,2024-04-10T08:00:00.265Z,-0.5580315868035375,-3.5041904104073436,-15.17522148511068,2024-04-10 08:00:10
silk-bcec1136-561c-4706-a42c-8b67d0d7f7d2,silk,Silk,https://assets.coingecko.com/coins/images/30033/large/silk-icon.png?1696528956,1.119,4256751.0,1942,4255636.0,323241.0,1.13,1.088,0.00894107,0.80574,23855.0,0.56356,3815687.730056,3814687.730056,,2.03,-45.02061,2023-11-02T17:39:19.361Z,0.956255,16.65602,2023-10-08T00:00:00.000Z,,2024-04-10T07:59:02.052Z,0.3042171935409432,0.8057418215484381,0.6629601779129609,2024-04-10 08:00:10
