id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,fetched_timestamp
radiant-capital,rdnt,Radiant Capital,https://assets.coingecko.com/coins/images/26536/large/Radiant-Logo-200x200.png?1696525610,0.305,148605474.0,415,305295459.0,22275822.0,0.322224,0.297825,-0.015492542192110492,-4.82844,-8296760.617854118,-5.28785,486759529.704,1000000000.0,1000000000.0,0.585268,-47.92662,2022-09-16T14:56:05.640Z,0.011166,2629.43368,2022-10-20T16:54:09.115Z,,2024-04-10T07:59:50.626Z,0.01259554240810953,-4.828439929490481,-2.8519408392653016,2024-04-10 08:00:04
paxos-standard,usdp,Pax Dollar,https://assets.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,1.0,148259328.0,416,148259328.0,12875302.0,1.005,0.994411,0.00122203,0.12234,642499.0,0.43525,147734648.720683,147734648.720683,,1.13,-11.1004,2018-10-15T07:09:12.459Z,0.863529,16.09318,2021-05-19T13:14:42.046Z,"{'times': 8.1108807558e-05, 'currency': 'usd', 'percentage': 0.0081108807558}",2024-04-10T08:00:01.211Z,-0.12638983083095237,0.12234293084345187,-0.0017700941045544702,2024-04-10 08:00:04
zignaly,zig,Zignaly,https://assets.coingecko.com/coins/images/14796/large/zignaly.jpg?1704292004,0.104,148002550.0,417,204553590.0,10420086.0,0.106801,0.096615,-0.00155835645241291,-1.4807,-3128709.5726281703,-2.07019,1426346709.2396517,1971346709.2396517,1971346709.2396517,0.224179,-53.73867,2021-04-15T15:39:42.111Z,0.00428716,2319.04286,2023-07-15T05:31:20.452Z,,2024-04-10T07:59:54.305Z,1.1451663313755185,-1.480702042069772,13.402739459547702,2024-04-10 08:00:04
steem,steem,Steem,https://assets.coingecko.com/coins/images/398/large/steem.png?1696501691,0.321,147597389.0,418,,6486027.0,0.342806,0.313346,-0.004670645591118627,-1.43501,-2781865.814869225,-1.8499,459471861.627,,,8.19,-96.08469,2018-01-03T00:00:00.000Z,0.07199,345.50545,2017-03-11T00:00:00.000Z,,2024-04-10T07:59:54.231Z,-0.1294544571042248,-1.4350071575482226,7.288392766423973,2024-04-10 08:00:04
cudos,cudos,Cudos,https://assets.coingecko.com/coins/images/13651/large/CudosIconTransparent.png?1696513400,0.021,147247506.0,419,196801398.0,2245424.0,0.02288669,0.02086072,-0.001489253805826426,-6.50895,-9676781.282974094,-6.16653,6870745844.0,9182990102.0,10000000000.0,0.129565,-83.46969,2021-01-17T21:37:35.063Z,0.00165966,1190.47091,2023-05-15T18:34:40.770Z,,2024-04-10T07:59:48.016Z,0.08643377537123663,-6.5089459073798706,9.708388205416698,2024-04-10 08:00:04
aurora-near,aurora,Aurora,https://assets.coingecko.com/coins/images/20582/large/aurora.jpeg?1696519989,0.332,146694055.0,420,332157179.0,1480177.0,0.341267,0.327778,-0.007129915029864265,-2.09997,-2883970.911518663,-1.92807,441617559.0,999948108.0,1000000000.0,35.4,-99.06533,2022-01-16T22:13:43.382Z,0.04736812,598.49094,2023-10-19T15:59:56.174Z,,2024-04-10T07:59:55.807Z,-0.20335021392297795,-2.099966895849024,-10.971030255559395,2024-04-10 08:00:04
liquity,lqty,Liquity,https://assets.coingecko.com/coins/images/14665/large/200-lqty-icon.png?1696514340,1.533,146512252.0,421,153319888.0,35773150.0,1.62,1.51,-0.03419953438692236,-2.1823,-3444430.808521837,-2.29695,95559847.8368311,100000000.0,100000000.0,146.94,-98.95591,2021-04-05T21:48:37.754Z,0.54399,182.03001,2022-11-14T07:05:51.360Z,,2024-04-10T07:59:55.931Z,0.27438293794313495,-2.182302476567681,-13.270887552154202,2024-04-10 08:00:04
metars-genesis,mrs,Metars Genesis,https://assets.coingecko.com/coins/images/26625/large/PRmUU8O1_400x400.jpeg?1696525698,1.733,145986286.0,422,1733653508.0,107130.0,1.77,1.71,-0.02545554664795824,-1.44766,-2342502.3781437576,-1.57926,84207303.0,1000000000.0,,5.5,-68.45974,2024-03-10T09:46:44.928Z,0.584931,196.67489,2022-09-16T23:23:54.565Z,,2024-04-10T07:59:49.421Z,-0.06402543913023177,-1.447664499585744,4.557530705797359,2024-04-10 08:00:04
apex-token-2,apex,ApeX,https://assets.coingecko.com/coins/images/25266/large/CxpMECpk_400x400_%281%29.png?1696524406,3.18,145944986.0,423,3181308286.0,110184093.0,3.34,3.12,-0.1335560281524777,-4.031,-6040803.471331507,-3.97458,45875776.0,1000000000.0,850000000.0,3.83,-17.01518,2024-03-27T12:54:53.954Z,0.110496,2778.1594,2023-10-20T01:14:07.946Z,,2024-04-10T07:59:30.771Z,0.784317083554955,-4.031003037969194,-2.3555874547132274,2024-04-10 08:00:04
bella-protocol,bel,Bella Protocol,https://assets.coingecko.com/coins/images/12478/large/Bella.png?1696512296,2.403,144644904.0,424,243100679.0,75027555.0,2.65,1.96,0.405646,20.30475,25038028.0,20.9336,59500000.0,100000000.0,100000000.0,9.99,-75.20406,2020-09-15T11:44:52.153Z,0.215285,1051.08888,2022-05-12T07:20:45.886Z,,2024-04-10T07:59:29.378Z,-5.799984689554124,20.30474725161119,112.96515337482296,2024-04-10 08:00:04
multibit,mubi,Multibit,https://assets.coingecko.com/coins/images/33051/large/multi.jpg?1700473994,0.154,144392137.0,425,151991723.0,28967821.0,0.154409,0.137414,0.00666176,4.532,3376047.0,2.39409,950000000.0,1000000000.0,1000000000.0,0.3697,-58.96142,2023-12-16T06:14:53.474Z,0.01572155,865.04344,2023-11-21T18:55:20.714Z,,2024-04-10T07:59:51.314Z,1.2224217468927927,4.532002450049134,36.331463024494674,2024-04-10 08:00:04
heroes-of-mavia,mavia,Heroes of Mavia,https://assets.coingecko.com/coins/images/33895/large/2023-12-20_21.21.41_%281%29.jpg?1703230771,4.774,143622106.0,426,1196850880.0,43493636.0,5.04,4.66,-0.2627381565561011,-5.21602,-7929994.854701549,-5.23252,30000000.0,250000000.0,250000000.0,10.59,-54.63318,2024-02-18T17:14:48.514Z,1.83,163.06252,2024-02-06T12:59:18.241Z,,2024-04-10T07:59:56.305Z,-0.3879205274693911,-5.2160175632459245,-10.46031378301921,2024-04-10 08:00:04
auction,auction,Bounce,https://assets.coingecko.com/coins/images/13860/large/1_KtgpRIJzuwfHe0Rl0avP_g.jpeg?1696513606,22.116,143525155.0,427,168710960.0,14667958.0,23.55,21.98,-1.2580207069006235,-5.38222,-8204902.801398814,-5.40757,6500037.16037058,7640664.16070434,10000000.0,70.44,-68.65093,2021-04-12T04:15:39.424Z,3.47,536.51125,2023-06-15T13:00:07.095Z,,2024-04-10T08:00:02.690Z,-1.8544844295509548,-5.382223323943814,-1.8247785407946158,2024-04-10 08:00:04
quasar-2,qsr,Quasar,https://assets.coingecko.com/coins/images/30995/large/LOGO.png?1696529833,0.254,143319865.0,428,161041547.0,34289.0,0.262608,0.250799,-0.006730808451471337,-2.5787,-3995662.1873927116,-2.71232,565217509.700143,635107363.920533,1000000000.0,0.268117,-5.40373,2024-04-08T21:44:00.408Z,0.01358778,1766.59026,2023-10-19T10:08:34.959Z,,2024-04-10T07:58:59.811Z,-0.1871619884416233,-2.5786951580408326,39.488373014297764,2024-04-10 08:00:04
gmt-token,gmt,Gomining Token,https://assets.coingecko.com/coins/images/15662/large/gmt.png?1696515292,0.337,142802351.0,429,142802351.0,474463.0,0.338909,0.33463,0.00138217,0.41212,-377727.8573388159,-0.26381,424749098.306529,424749098.306529,436915240.0,0.52718,-36.19066,2021-10-16T12:30:04.077Z,0.069487,384.10641,2022-11-10T00:18:31.110Z,,2024-04-10T07:59:43.990Z,0.0759186858210531,0.412117126203825,1.4153246131110906,2024-04-10 08:00:04
xyo-network,xyo,XYO Network,https://assets.coingecko.com/coins/images/4519/large/XYO_Network-logo.png?1696505103,0.01,142591227.0,430,142591227.0,2739674.0,0.01106687,0.01012023,-0.00085866602320746,-7.75889,-11968212.446330428,-7.74344,13931216938.0113,13931216938.0113,13931216938.0113,0.081391,-87.43718,2021-11-06T04:44:55.346Z,9.672e-05,10471.52858,2020-03-13T02:24:24.303Z,"{'times': -0.9038113876706315, 'currency': 'eth', 'percentage': -90.38113876706315}",2024-04-10T07:59:53.971Z,-0.48387846729016903,-7.758885870242353,6.796566393548787,2024-04-10 08:00:04
fx-coin,fx,Function X,https://assets.coingecko.com/coins/images/8186/large/47271330_590071468072434_707260356350705664_n.jpg?1696508396,0.203,142572436.0,431,142574548.0,3768359.0,0.219189,0.198578,-0.013574745623218644,-6.26992,-9861105.96219182,-6.46912,709615733.979231,709626247.766066,1893022625.0,2.2,-90.94345,2021-08-30T03:08:34.715Z,0.03475487,473.66035,2020-03-13T02:29:11.980Z,,2024-04-10T07:59:54.357Z,0.6090860052941887,-6.269918030965235,15.135291496507714,2024-04-10 08:00:04
hifi-finance,hifi,Hifi Finance,https://assets.coingecko.com/coins/images/28712/large/hft.png?1696527693,1.174,142105825.0,432,165581922.0,34337261.0,1.29,1.14,-0.04127609541477195,-3.39541,-3291034.2359476388,-2.26348,121082310.734983,141085291.788778,,2.63,-55.25493,2023-09-16T16:00:16.674Z,0.251847,366.58565,2023-06-15T09:19:33.390Z,,2024-04-10T07:59:57.977Z,0.3277349273571007,-3.395406076578136,14.693927168438147,2024-04-10 08:00:04
crvusd,crvusd,crvUSD,https://assets.coingecko.com/coins/images/30118/large/crvusd.jpeg?1696529040,0.995,141795715.0,433,141895083.0,18897096.0,0.999897,0.990487,-0.00091699245667709,-0.09211,-4026183.591006428,-2.76103,142696457.418047,142796457.418047,,1.029,-3.30856,2023-10-23T22:45:35.122Z,0.949016,4.82374,2023-08-08T06:24:06.210Z,,2024-04-10T07:59:46.841Z,0.016230223307987155,-0.09211156742012003,0.10560185421788146,2024-04-10 08:00:04
sovryn,sov,Sovryn,https://assets.coingecko.com/coins/images/16248/large/sovryn_logo_orange.png?1709174299,2.37,141691669.0,434,237216324.0,395394.0,2.44,2.29,-0.07496195221784152,-3.06603,-4452760.093170881,-3.04682,59730994.3528744,100000000.0,100000000.0,43.98,-94.59479,2021-10-07T14:59:17.778Z,0.167206,1321.66652,2022-12-23T15:25:14.761Z,,2024-04-10T07:59:33.739Z,-0.07481720996249643,-3.0660292504740125,20.93596781715103,2024-04-10 08:00:04
dogelon-mars,elon,Dogelon Mars,https://assets.coingecko.com/coins/images/14962/large/6GxcPRo3_400x400.jpg?1696514622,0.0,140051673.0,435,254801565.0,3930597.0,2.85037e-07,2.54012e-07,-2.5135305567e-08,-8.9766,-14215578.42169863,-9.2149,549649971723242.3,1000000000000000.0,1000000000000000.0,2.59e-06,-90.18323,2021-10-30T20:39:32.727Z,1.7563e-08,1349.71371,2021-04-23T06:09:26.872Z,,2024-04-10T07:59:55.542Z,-1.4051201893844365,-8.97659771257352,-5.969136048122616,2024-04-10 08:00:04
nkn,nkn,NKN,https://assets.coingecko.com/coins/images/3375/large/nkn.png?1696504074,0.178,139098749.0,436,139098914.0,17047869.0,0.191216,0.178516,-0.004301534244159938,-2.35416,-2211561.634891242,-1.56504,772292894.415608,772293810.322347,1000000000.0,1.44,-87.45416,2021-04-09T21:54:46.868Z,0.00667819,2597.56395,2020-03-13T02:22:29.583Z,"{'times': -0.008783036136686666, 'currency': 'usd', 'percentage': -0.8783036136686667}",2024-04-10T07:59:48.196Z,-0.31275820166371776,-2.3541595927281045,-0.950519160595217,2024-04-10 08:00:04
medibloc,med,Medibloc,https://assets.coingecko.com/coins/images/1374/large/medibloc_basic.png?1696502431,0.017,138671678.0,437,160401754.0,24268320.0,0.01751138,0.01600958,0.00035901,2.20122,3044003.0,2.24438,8285671092.0,9584049164.0,,0.351852,-95.26154,2021-04-02T04:29:08.791Z,0.00161437,932.7472,2020-03-13T02:20:18.722Z,"{'times': -0.1665600573904315, 'currency': 'usd', 'percentage': -16.65600573904315}",2024-04-10T07:59:53.390Z,0.27315576953729254,2.201224753029692,6.54199521702854,2024-04-10 08:00:04
chaingpt,cgpt,ChainGPT,https://assets.coingecko.com/coins/images/29306/large/200x200.png?1696528257,0.318,138410221.0,438,317004295.0,8331648.0,0.339296,0.313457,-0.021675049449210948,-6.38823,-10258641.911229968,-6.90033,435924118.0,998407606.0,1000000000.0,0.555799,-43.08165,2024-03-12T12:05:22.099Z,0.03568486,786.51547,2023-09-12T11:26:35.300Z,,2024-04-10T07:59:53.628Z,0.5555643205016076,-6.38823283833511,-9.102339855147159,2024-04-10 08:00:04
dkargo,dka,dKargo,https://assets.coingecko.com/coins/images/11875/large/bVD0g0dlmrEOPIkt943KZIBZ086eCshyY0jIQFti4zxYdOlFltU8tKa6uJlcA14HvNjX4bc7dxdMvlpoW5NFMND85oG4aiiCbFRhI6eowDfKEBY3BoSVY0IrBbA9SFGIxh_IYrkNC5uNdG-roZ0_TlGO3098now6Tbzga0p4IDqVk6lnaX3TuRC7pgnAYWZM15RD-uEIHr3O_3OoIIWP-.jpg?1696511743,0.037,137140143.0,439,184514152.0,499695.0,0.03954953,0.03608456,-0.000946606904124882,-2.50236,-8392469.439630955,-5.76673,3716250000.0,5000000000.0,5000000000.0,0.703797,-94.78113,2021-03-16T03:34:23.945Z,0.02067481,77.65696,2021-02-01T14:18:25.997Z,,2024-04-10T07:59:51.697Z,0.0875476744175952,-2.502358974912719,3.404304410759545,2024-04-10 08:00:04
metal,mtl,Metal DAO,https://assets.coingecko.com/coins/images/763/large/Metal.png?1696501916,2.109,136487471.0,440,140615900.0,10449801.0,2.23,2.06,-0.09332435889459534,-4.23795,-11136842.260948718,-7.54404,64633864.147,66588888.0,,17.03,-87.58997,2018-06-21T04:04:27.124Z,0.117252,1702.19791,2020-03-13T02:29:54.468Z,"{'times': 10.715486207508567, 'currency': 'usd', 'percentage': 1071.5486207508566}",2024-04-10T07:59:49.041Z,0.01578371827068019,-4.237948121585997,5.4383390657059705,2024-04-10 08:00:04
omisego,omg,OMG Network,https://assets.coingecko.com/coins/images/776/large/OMG_Network.jpg?1696501928,0.967,135864264.0,441,135864264.0,17995632.0,1.024,0.956802,-0.0351949978962407,-3.51047,-5593453.874333262,-3.95415,140245398.245133,140245398.245133,140245398.245133,25.62,-96.22253,2018-01-13T00:00:00.000Z,0.350917,175.79566,2020-03-13T02:30:10.072Z,,2024-04-10T08:00:01.335Z,-0.728176531769206,-3.510465740458682,-1.662117641430254,2024-04-10 08:00:04
stader-maticx,maticx,Stader MaticX,https://assets.coingecko.com/coins/images/25383/large/maticx.png?1696524516,0.987,135471877.0,442,135471877.0,690752.0,1.047,0.96665,-0.04317448515364941,-4.19115,-5484741.885684192,-3.89109,137318567.673102,137318567.673102,10000000000.0,2.07,-52.22405,2022-12-09T12:04:25.618Z,0.271451,263.90642,2022-06-19T14:10:13.733Z,,2024-04-10T07:59:29.504Z,-0.20959278150137128,-4.191153370048328,-2.2540882782673872,2024-04-10 08:00:04
stasis-eurs,eurs,STASIS EURO,https://assets.coingecko.com/coins/images/5164/large/EURS_300x300.png?1696505680,1.086,135015629.0,443,135015629.0,555446.0,1.094,1.082,-0.004396624770751201,-0.40307,-268351.96084049344,-0.19836,124125940.0,124125940.0,124125940.0,1.79,-39.30078,2023-03-14T12:00:06.279Z,0.929636,17.0827,2022-11-10T13:44:54.149Z,,2024-04-10T07:59:31.555Z,-0.09508713262580552,-0.403074327341019,0.8072070182061665,2024-04-10 08:00:04
wazirx,wrx,WazirX,https://assets.coingecko.com/coins/images/10547/large/WazirX.png?1696510532,0.296,134634552.0,444,294916824.0,2831783.0,0.303014,0.286724,-0.006889838185265563,-2.27547,-3535339.449130416,-2.55869,456517027.3318671,1000000000.0,,5.88,-94.98694,2021-04-05T06:58:37.399Z,0.04757088,519.49851,2020-02-05T07:19:43.950Z,"{'times': 13.794881917119275, 'currency': 'usd', 'percentage': 1379.4881917119276}",2024-04-10T08:00:01.708Z,0.2561791243974864,-2.2754699977283805,5.440563018150308,2024-04-10 08:00:04
telos,tlos,Telos,https://assets.coingecko.com/coins/images/7588/large/TLOS.png?1704499537,0.324,134389033.0,445,136242321.0,6913500.0,0.338085,0.32032,-0.013374171125229208,-3.96076,-5759496.009792149,-4.10957,414286792.8196,420000000.0,,1.43,-77.30437,2022-02-07T22:19:46.965Z,0.00119321,27021.99314,2020-12-04T16:07:02.145Z,,2024-04-10T08:00:02.302Z,0.9556624982473333,-3.960763960614048,-9.304727955396782,2024-04-10 08:00:04
stp-network,stpt,STP,https://assets.coingecko.com/coins/images/8713/large/STP.png?1696508875,0.068,133315882.0,446,133315882.0,7103558.0,0.070678,0.066753,-0.001345715087924332,-1.92677,-2921477.070772022,-2.1444,1942420283.02707,1942420283.02707,1942420283.02707,0.270085,-74.61672,2021-10-06T08:03:37.704Z,0.00646736,960.0383,2019-10-01T00:00:00.000Z,"{'times': 5.849726414261809, 'currency': 'usd', 'percentage': 584.9726414261809}",2024-04-10T07:59:48.657Z,-0.31219588156287026,-1.926772172020762,2.8552949928263813,2024-04-10 08:00:04
lukso-token-2,lyx,LUKSO,https://assets.coingecko.com/coins/images/31010/large/LYX.png?1696529847,4.372,132699961.0,447,183575431.0,658912.0,4.45,4.21,-0.059815472666611136,-1.34976,-3203172.6559061557,-2.35695,30202558.76168034,41781834.1005997,,11.6,-62.23575,2024-01-17T01:03:40.026Z,3.39,29.10795,2024-04-05T07:24:53.378Z,,2024-04-10T07:59:51.337Z,0.9575744195648979,-1.3497641549376458,7.840640647479661,2024-04-10 08:00:04
milk-alliance,mlk,MiL.k Alliance,https://assets.coingecko.com/coins/images/11978/large/2.png?1696511836,0.377,132292435.0,448,371889080.0,1410262.0,0.398025,0.373721,-0.004736061664808111,-1.23997,-2060216.6836203784,-1.53344,350837966.0,986245419.0,1300000000.0,3.59,-89.50483,2021-04-05T15:10:26.250Z,0.199076,89.25473,2022-12-30T12:35:50.585Z,,2024-04-10T07:59:55.358Z,0.36577728084915995,-1.2399650763330539,5.624711793208659,2024-04-10 08:00:04
tokamak-network,ton,Tokamak Network,https://assets.coingecko.com/coins/images/12260/large/D919x5-s_400x400.png?1696512091,2.845,132022124.0,449,184021473.0,44041295.0,3.09,2.7,0.090653,3.29085,4694164.0,3.68667,46429581.7572303,64716728.8489928,,30.51,-90.687,2021-04-02T17:44:40.065Z,0.999246,184.36102,2022-12-29T02:31:58.533Z,,2024-04-10T07:59:55.593Z,0.05411711473823311,3.2908479420067387,7.413787345758598,2024-04-10 08:00:04
kyber-network-crystal,knc,Kyber Network Crystal,https://assets.coingecko.com/coins/images/14899/large/RwdVsGcw_400x400.jpg?1696514562,0.772,131558707.0,450,184604287.0,19045052.0,0.795826,0.748387,-0.00398969013111683,-0.51415,-778459.2632275522,-0.58824,170152851.23024455,238759915.007774,252301550.0,5.7,-86.4463,2022-04-29T00:29:36.976Z,0.447874,72.34695,2023-06-10T04:31:08.299Z,,2024-04-10T07:59:56.818Z,-0.3981196406598571,-0.5141454162606939,1.7625146889347638,2024-04-10 08:00:04
radicle,rad,Radworks,https://assets.coingecko.com/coins/images/14013/large/radicle.png?1696513741,2.636,131432024.0,451,263761798.0,11848528.0,2.79,2.59,-0.10083000389387298,-3.68409,-4874908.766309366,-3.57642,49829110.566345654,99998580.0,100000000.0,27.61,-90.45854,2021-04-15T23:53:08.210Z,1.2,118.64785,2023-08-17T21:46:20.594Z,,2024-04-10T07:59:55.420Z,-0.8086535017376573,-3.684094619392833,-0.14740055431276242,2024-04-10 08:00:04
mines-of-dalarnia,dar,Mines of Dalarnia,https://assets.coingecko.com/coins/images/19837/large/dar.png?1696519259,0.235,130788812.0,452,187760585.0,20602733.0,0.247902,0.230364,-0.008077560831420805,-3.32935,-4735255.1424188465,-3.49403,557257796.888503,800000000.0,800000000.0,6.38,-96.32233,2021-11-04T09:00:47.053Z,0.076025,208.85915,2023-10-19T02:55:36.764Z,,2024-04-10T08:00:00.849Z,-0.3237301322315879,-3.3293539535510677,5.403202105137513,2024-04-10 08:00:04
ethernity-chain,ern,Ethernity Chain,https://assets.coingecko.com/coins/images/14238/large/LOGO_HIGH_QUALITY.png?1696513952,6.319,130213398.0,453,189439955.0,4440695.0,6.73,6.26,-0.4104227184271263,-6.09848,-8508471.957212761,-6.13348,20620792.12147763,30000000.0,30000000.0,73.86,-91.44127,2021-03-27T02:23:50.836Z,1.17,440.90564,2022-06-18T20:57:43.885Z,,2024-04-10T07:59:53.194Z,-0.9075116889161553,-6.098477523660845,3.249952103316598,2024-04-10 08:00:04
canto,canto,CANTO,https://assets.coingecko.com/coins/images/26959/large/canto-network.png?1696526014,0.226,129845302.0,454,222708797.0,7665218.0,0.239556,0.214937,-0.013189001310578376,-5.50561,-9501596.17881675,-6.81866,583027269.143127,1000000000.0,,0.764501,-70.51015,2023-02-07T18:11:01.341Z,0.069837,222.82102,2023-01-01T21:15:05.898Z,,2024-04-10T07:59:57.491Z,1.2459392409889078,-5.505610672705466,-10.928857645711231,2024-04-10 08:00:04
ultima,ultima,Ultima,https://assets.coingecko.com/coins/images/31844/large/ULTIMA.jpg?1696530658,4812.741,129421976.0,455,481031322.0,3122428.0,5289.55,4720.9,65.31,1.37576,1465873.0,1.14561,26905.103769,100000.0,100000.0,20506.0,-76.51455,2023-09-27T01:29:45.604Z,4128.3,16.65691,2024-01-07T00:06:54.491Z,,2024-04-10T07:59:56.448Z,-0.015343954996428273,1.3757614151186153,-1.7703124513084132,2024-04-10 08:00:04
aavegotchi,ghst,Aavegotchi,https://assets.coingecko.com/coins/images/12467/large/GHST.png?1696512286,2.525,129244113.0,456,133262527.0,16744972.0,2.73,2.51,-0.20912667812149577,-7.64756,-11367428.646497473,-8.08428,51157239.2140685,52747802.714256,52747802.714256,3.63,-30.55065,2024-04-01T17:10:35.267Z,0.486933,417.89538,2020-12-01T23:14:48.358Z,,2024-04-10T08:00:02.218Z,-0.02177121583355231,-7.647557287316836,-7.113024491479032,2024-04-10 08:00:04
huobi-token,ht,Huobi,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1696503584,0.803,127974805.0,457,161407489.0,1921653.0,0.861892,0.791693,0.00736713,0.92619,956396.0,0.75296,159406077.0,201050000.0,201050000.0,39.66,-97.97413,2021-05-12T14:42:21.586Z,0.3138,156.04713,2023-03-10T05:05:00+08:00,"{'times': -0.18909970297633436, 'currency': 'usd', 'percentage': -18.909970297633436}",2024-04-10T07:59:52.204Z,-1.3905307848278925,0.926188269615885,4.197366068213083,2024-04-10 08:00:04
loom-network-new,loom,Loom Network (NEW),https://assets.coingecko.com/coins/images/14735/large/LOOM.png?1696514405,0.104,127689317.0,458,135587730.0,6971300.0,0.107409,0.101653,-0.001693988474669353,-1.60002,-2492262.407733083,-1.91445,1224270898.0,1300000000.0,,0.492286,-78.83616,2023-10-15T13:22:04.466Z,0.03185907,227.02348,2022-06-15T09:37:10.986Z,,2024-04-10T07:59:55.350Z,0.4052751659943626,-1.6000240694435723,0.000667067079542789,2024-04-10 08:00:04
ergo,erg,Ergo,https://assets.coingecko.com/coins/images/2484/large/Ergo.png?1696503303,1.714,127594150.0,459,167275549.0,437028.0,1.83,1.7,-0.050577444646884295,-2.86581,-4091279.8630950153,-3.10686,74553888.0,97739924.0,,18.72,-90.8499,2021-09-03T00:00:00.000Z,0.094191,1718.7704,2020-03-13T02:24:59.299Z,,2024-04-10T07:59:55.943Z,-0.3242776155837658,-2.8658095987554217,-6.665825586144046,2024-04-10 08:00:04
marblex,mbx,Marblex,https://assets.coingecko.com/coins/images/24423/large/AgYzKzLt_400x400.jpg?1696523604,1.08,126837003.0,460,348234188.0,2183479.0,1.12,1.062,-0.03775212808445372,-3.3767,-4552553.362286568,-3.46493,117578279.044953,322814127.0,1000000000.0,20.74,-94.79063,2022-06-30T23:43:10.298Z,0.590058,83.0802,2023-10-13T03:20:06.397Z,,2024-04-10T07:59:56.728Z,0.14930825449590054,-3.3766984445534884,-3.7513070721663917,2024-04-10 08:00:04
chainflip,flip,Chainflip,https://assets.coingecko.com/coins/images/25576/large/kdt_AgmT_400x400.png?1696524709,5.442,126819559.0,461,504656763.0,2927731.0,5.75,5.44,-0.3004563679401189,-5.2324,-6900197.095941156,-5.16019,23269775.2082145,92598093.5596846,,9.48,-42.57299,2024-03-07T22:35:19.897Z,2.16,151.44017,2023-11-23T12:29:50.056Z,,2024-04-10T07:59:48.944Z,-0.5912208114931075,-5.232395827110511,8.725777875983853,2024-04-10 08:00:04
keep-network,keep,Keep Network,https://assets.coingecko.com/coins/images/3373/large/IuNzUb5b_400x400.jpg?1696504072,0.23,126422293.0,462,229977340.0,72523.0,0.247196,0.226223,-0.01731843709694345,-7.00595,-7362868.161697298,-5.5035,549716300.2685891,1000000000.0,1000000000.0,6.1,-96.1942,2020-05-15T00:00:00.000Z,0.01905196,1118.56816,2024-02-06T08:49:47.167Z,,2024-04-10T07:59:41.141Z,-1.2008504359945051,-7.005948107132752,7.873074066359349,2024-04-10 08:00:04
bifrost,bfc,Bifrost,https://assets.coingecko.com/coins/images/4639/large/BFC_Symbol.png?1696505208,0.092,126006576.0,463,214521397.0,2287114.0,0.093648,0.083451,0.00437929,4.98881,3972982.0,3.25565,1391269925.66298,2368584074.0,,0.778815,-88.15094,2021-08-19T00:15:06.996Z,0.01634183,464.69971,2021-01-03T05:20:35.561Z,,2024-04-10T07:59:54.431Z,-0.5808002095708414,4.9888060177611475,4.550699270867132,2024-04-10 08:00:04
ardor,ardr,Ardor,https://assets.coingecko.com/coins/images/525/large/Ardor_Vertical_1.png?1696501746,0.126,125952273.0,464,125952273.0,10630817.0,0.140434,0.124125,-0.012592959130350136,-9.07158,-12998645.460356802,-9.35485,998466231.0,998466231.0,,2.04,-93.82201,2018-01-13T00:00:00.000Z,0.008745,1343.70736,2016-12-06T00:00:00.000Z,,2024-04-10T07:59:48.639Z,-0.11921285087715071,-9.071584365588192,6.9359534233413624,2024-04-10 08:00:04
gelato,gel,Gelato,https://assets.coingecko.com/coins/images/15026/large/Gelato_Icon_Logo_1024x1024.png?1696514687,0.518,124646633.0,465,217886048.0,355808.0,0.546495,0.507851,-0.02836966740731861,-5.19685,-6479717.010807902,-4.94158,240665212.71952066,420690000.0,420690000.0,4.21,-87.6602,2021-11-30T04:32:06.012Z,0.118108,339.33609,2023-01-07T00:40:50.196Z,,2024-04-10T07:59:38.549Z,-0.2918354467602067,-5.196848917078115,1.7322474662299918,2024-04-10 08:00:04
nakamoto-games,naka,Nakamoto Games,https://assets.coingecko.com/coins/images/19073/large/flCKDeh6_400x400.jpg?1696518523,1.912,124303943.0,466,344309587.0,24789835.0,2.06,1.83,-0.042809368333673214,-2.19049,-3052031.9698233902,-2.39646,64984277.5,180000000.0,180000000.0,6.71,-71.49991,2021-10-30T12:46:33.020Z,0.050412,3691.69724,2022-09-28T10:27:20.307Z,,2024-04-10T07:59:56.655Z,-1.1646292793208652,-2.190493035897489,-0.10538000003347389,2024-04-10 08:00:04
sidus,sidus,Sidus,https://assets.coingecko.com/coins/images/21401/large/SIDUS_coin_logo.png?1696520765,0.011,123938474.0,467,248229863.0,1951263.0,0.01218304,0.01112135,-0.000659528243974862,-5.43407,-5724651.075568587,-4.41502,10661665733.923548,21353690696.8972,30000000000.0,0.193233,-93.97259,2022-01-01T11:02:42.735Z,0.00070703,1547.3,2023-10-19T16:31:02.273Z,,2024-04-10T07:59:54.416Z,-1.334487632068781,-5.434073027680518,-9.752294640129557,2024-04-10 08:00:04
